year,tech_company,employer_benefits,know_options,employer_discussed_benefits,employer_resources,anonymity,difficulty_leave,comfortable_discussing,employer_discussed_issues,physical_importance,mental_importance,industry_support,age,gender,country
2020,FALSE,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Yes,FALSE,10,7,4,35,F,Mongolia
2020,FALSE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,FALSE,8,8,3,46,M,United States of America
2020,TRUE,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Yes,TRUE,9,7,2,54,F,United States of America
2020,FALSE,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,FALSE,5,5,3,33,M,India
2020,TRUE,No,No,No,No,No,Difficult,No,FALSE,7,2,3,40,F,India
2020,FALSE,I don't know,No,Yes,Yes,Yes,Neither easy nor difficult,Yes,FALSE,9,6,4,23,F,Serbia
2020,TRUE,I don't know,No,No,No,I don't know,Neither easy nor difficult,Maybe,FALSE,5,4,2,32,M,United States of America
2020,TRUE,Yes,Yes,Yes,Yes,Yes,Difficult,No,FALSE,8,8,3,26,F,United States of America
2020,FALSE,Yes,No,Yes,No,Yes,Somewhat easy,Yes,FALSE,9,8,4,30,M,Germany
2020,TRUE,No,N/A,Yes,I don't know,I don't know,Very easy,Maybe,FALSE,6,6,5,30,M,India
2020,TRUE,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,TRUE,9,7,3,44,M,United States of America
2020,TRUE,Not eligible for coverage / NA,No,I don't know,I don't know,I don't know,Somewhat difficult,No,FALSE,8,5,2,37,M,United States of America
2020,TRUE,I don't know,No,No,No,No,Somewhat easy,Yes,FALSE,5,5,2,37,M,India
2020,TRUE,Yes,No,Yes,No,I don't know,I don't know,No,FALSE,5,2,2,29,F,Brazil
2020,TRUE,Yes,No,No,No,I don't know,Very easy,Yes,FALSE,8,8,4,39,M,United States of America
2020,TRUE,I don't know,N/A,No,I don't know,I don't know,Very easy,Maybe,TRUE,10,10,4,20,M,Spain
2020,TRUE,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,No,FALSE,0,0,2,44,M,United States of America
2020,TRUE,No,Yes,No,No,No,I don't know,No,FALSE,5,2,2,23,M,Egypt
2020,TRUE,Yes,No,Yes,Yes,Yes,Very easy,Yes,FALSE,10,10,3,22,F,United States of America
2020,TRUE,I don't know,No,No,Yes,I don't know,I don't know,No,FALSE,8,8,3,31,F,United States of America
2020,FALSE,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,FALSE,7,6,4,59,M,United States of America
2020,FALSE,No,N/A,Yes,Yes,Yes,Somewhat difficult,No,FALSE,10,10,3,30,F,United States of America
2020,FALSE,Yes,Yes,Yes,No,Yes,Somewhat easy,Yes,FALSE,6,7,4,48,F,United States of America
2020,TRUE,I don't know,No,I don't know,I don't know,Yes,Somewhat difficult,No,FALSE,8,2,3,30,F,India
2020,TRUE,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,FALSE,7,4,4,23,M,Germany
2020,FALSE,Yes,No,No,No,Yes,Somewhat easy,No,FALSE,5,3,3,27,M,United States of America
2020,TRUE,I don't know,No,No,No,I don't know,Somewhat difficult,No,FALSE,7,5,3,53,F,United States of America
2020,FALSE,I don't know,N/A,No,I don't know,I don't know,Somewhat easy,Maybe,FALSE,7,6,3,62,M,United States of America
2020,TRUE,Yes,Yes,No,I don't know,I don't know,Difficult,Maybe,FALSE,7,7,2,32,NB,United States of America
2020,TRUE,No,No,No,No,I don't know,I don't know,Maybe,TRUE,7,0,1,34,M,India
2020,FALSE,I don't know,No,No,No,I don't know,Somewhat easy,No,FALSE,8,4,3,29,M,India
2020,FALSE,I don't know,N/A,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,FALSE,7,6,3,32,F,India
2020,FALSE,No,No,No,No,Yes,Somewhat easy,Yes,FALSE,5,4,2,46,M,Brazil
2020,TRUE,No,N/A,No,No,No,Very easy,Yes,TRUE,2,3,1,42,M,Netherlands
2020,TRUE,No,N/A,No,No,No,Somewhat difficult,No,TRUE,8,5,3,32,M,Finland
2020,FALSE,I don't know,Yes,No,I don't know,I don't know,Very easy,Yes,FALSE,7,4,2,28,M,Iceland
2020,TRUE,No,N/A,Yes,I don't know,Yes,Very easy,Yes,TRUE,10,10,3,45,M,United States of America
2020,TRUE,No,N/A,No,I don't know,Yes,Somewhat easy,Maybe,TRUE,4,3,2,29,F,Spain
2020,FALSE,Yes,Yes,Yes,No,I don't know,I don't know,No,FALSE,7,6,3,27,M,Colombia
2020,TRUE,No,N/A,No,No,I don't know,Very easy,Yes,TRUE,5,5,1,47,M,Netherlands
2020,TRUE,I don't know,No,Yes,Yes,I don't know,Very easy,Maybe,FALSE,10,10,4,24,F,Philippines
2020,FALSE,Yes,Yes,No,Yes,I don't know,I don't know,No,FALSE,5,5,5,32,F,United States of America
2020,FALSE,Yes,Yes,Yes,No,I don't know,Somewhat easy,No,FALSE,8,7,4,26,M,United States of America
2020,FALSE,No,N/A,No,No,Yes,Very easy,Yes,TRUE,7,4,4,34,M,Germany
2020,TRUE,Yes,No,No,No,I don't know,Somewhat easy,Yes,FALSE,5,5,4,45,NB,United States of America
2020,TRUE,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,FALSE,8,9,4,21,F,United States of America
2020,FALSE,No,No,No,No,I don't know,Difficult,No,FALSE,8,2,2,44,F,India
2020,TRUE,I don't know,No,I don't know,Yes,I don't know,Neither easy nor difficult,No,FALSE,10,5,4,47,M,India
2020,TRUE,Not eligible for coverage / NA,No,No,No,I don't know,Somewhat easy,Maybe,FALSE,3,2,2,40,M,Brazil
2020,FALSE,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,FALSE,10,5,4,25,F,Malaysia
2020,TRUE,Yes,Yes,Yes,I don't know,I don't know,Difficult,Maybe,TRUE,8,5,1,24,F,United States of America
2020,TRUE,Yes,No,Yes,Yes,I don't know,I don't know,Maybe,FALSE,7,7,5,26,F,Indonesia
2020,TRUE,No,N/A,No,No,No,Difficult,No,FALSE,6,2,2,31,M,South Africa
2020,TRUE,No,N/A,Yes,No,I don't know,Somewhat difficult,No,FALSE,7,2,1,26,F,Poland
2020,FALSE,I don't know,No,Yes,Yes,Yes,Neither easy nor difficult,No,FALSE,7,7,5,32,M,India
2020,FALSE,I don't know,No,Yes,Yes,I don't know,Somewhat difficult,No,FALSE,5,5,3,33,F,India
2020,FALSE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,TRUE,8,8,2,42,F,United States of America
2020,TRUE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,TRUE,7,7,2,46,M,United Kingdom
2020,TRUE,Yes,No,Yes,No,I don't know,I don't know,Maybe,FALSE,3,3,3,30,M,United States of America
2020,TRUE,No,No,Yes,Yes,I don't know,Neither easy nor difficult,No,FALSE,8,4,3,24,M,India
2020,FALSE,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,FALSE,10,7,3,42,M,India
2020,FALSE,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,No,FALSE,5,5,3,28,M,India
2020,TRUE,Yes,Yes,Yes,Yes,Yes,Very easy,No,FALSE,7,5,2,27,F,United States of America
2020,FALSE,Yes,No,Yes,Yes,Yes,Very easy,Yes,TRUE,8,8,3,62,M,United States of America
2020,FALSE,No,No,No,No,I don't know,Difficult,No,FALSE,3,0,2,34,M,Turkey
2020,TRUE,I don't know,No,Yes,No,Yes,Very easy,Yes,TRUE,8,7,4,38,M,Spain
2020,TRUE,Not eligible for coverage / NA,N/A,Yes,Yes,Yes,Very easy,Yes,TRUE,8,8,2,42,M,Spain
2020,TRUE,I don't know,No,Yes,Yes,Yes,Very easy,Maybe,FALSE,5,5,3,35,M,United States of America
2020,FALSE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,TRUE,7,8,2,32,M,United Kingdom
2020,TRUE,No,No,No,No,I don't know,Somewhat difficult,No,FALSE,4,2,3,32,F,United States of America
2020,TRUE,No,No,No,No,No,Somewhat easy,Yes,FALSE,2,1,3,25,F,Sri Lanka
2020,FALSE,No,N/A,Yes,I don't know,I don't know,Very easy,Yes,TRUE,7,7,3,52,M,Australia
2020,FALSE,No,No,No,No,No,Difficult,Yes,FALSE,8,4,1,24,F,France
2020,TRUE,I don't know,Yes,No,No,Yes,Neither easy nor difficult,No,TRUE,7,7,1,24,M,Bangladesh
2020,TRUE,Yes,Yes,Yes,Yes,I don't know,I don't know,Yes,TRUE,5,5,3,48,F,United States of America
2020,FALSE,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,FALSE,5,9,3,24,M,Canada
2020,TRUE,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,FALSE,4,4,2,32,M,Canada
2020,TRUE,Yes,No,No,I don't know,I don't know,I don't know,No,FALSE,5,5,2,21,M,Ireland
2020,FALSE,Yes,No,No,No,Yes,Difficult,Maybe,FALSE,8,2,3,34,M,United States of America
2020,FALSE,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Maybe,FALSE,8,5,3,25,M,Canada
2020,TRUE,Yes,No,Yes,Yes,I don't know,Very easy,Yes,TRUE,1,3,2,39,M,United States of America
2020,TRUE,No,No,No,No,Yes,Neither easy nor difficult,No,FALSE,9,7,3,25,M,India
2020,FALSE,I don't know,N/A,Yes,Yes,No,I don't know,No,TRUE,6,7,1,28,F,France
2020,TRUE,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,TRUE,7,9,2,39,M,United States of America
2020,FALSE,I don't know,No,No,No,I don't know,Somewhat easy,No,FALSE,5,5,3,20,M,United Kingdom
2020,TRUE,Yes,Yes,Yes,Yes,No,Difficult,No,TRUE,6,4,2,40,F,United Kingdom
2020,TRUE,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,FALSE,8,3,2,31,M,India
2020,FALSE,No,No,No,No,No,Somewhat difficult,No,FALSE,2,2,2,53,M,United States of America
2020,TRUE,Yes,Yes,Yes,Yes,I don't know,Very easy,Maybe,FALSE,9,7,3,23,F,Philippines
2020,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,FALSE,5,5,3,34,M,United States of America
2020,FALSE,Yes,No,Yes,Yes,Yes,Difficult,No,FALSE,6,5,3,43,M,Canada
2020,TRUE,Not eligible for coverage / NA,N/A,Yes,No,I don't know,Very easy,Yes,TRUE,8,8,4,37,M,Netherlands
